qnrnumb,visit,howoft,likenet,research,safeweb,goodtool,notouse,another,likeproc,hassle,visits,friend,billbrd,banner,surfing,sengine,tv,theater,nwspaper,other,easyuse,helpful,positive,useonly,influenc,secure,didbuy,better,howmuch,safe,wanttest,price,tradein,handson,checkit,noweeks,worth,sticker,actual,age,marital,children,educate,race,income,gender
587.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,1.0,No,No,No,No,No,No,No,No,No,Disagree,Agree,Neutral,Agree,Neutral,Agree,No,,,Agree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,5.0,17000.0,21000.0,18000.0,40.0,Divorced,0.0,Graduate degree,Asian,"Over $110,000",Female
588.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,4.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,No,,,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,8.0,1000.0,10000.0,8000.0,54.0,Married,1.0,Graduate degree,Asian,"$35,000 - $50,000",Female
589.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,4.0,Yes,Yes,No,No,Yes,No,No,Yes,No,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Much better,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,5.0,7000.0,12000.0,9000.0,43.0,Single,,Some college,Asian,"$35,000 - $50,000",Male
590.0,Yes,Almost never,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,4.0,No,No,No,Yes,Yes,No,No,No,No,Disagree,Agree,Disagree,Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,2.0,8000.0,13000.0,11000.0,23.0,Separated,1.0,High school,Caucasian,"$35,000 - $50,000",Female
591.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,1.0,Yes,No,No,No,Yes,No,No,No,No,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Yes,A great deal better,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,7.0,13000.0,18000.0,15000.0,45.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
592.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,3.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Neutral,Disagree,Agree,Agree,Neutral,No,,,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,3.0,15000.0,22000.0,20000.0,44.0,Widowed,2.0,Other,Caucasian,"Over $110,000",Female
593.0,Yes,Occasionally,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,7.0,No,No,No,Yes,No,Yes,No,No,No,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Agree,No,,,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,5.0,10000.0,14000.0,12000.0,28.0,Married,2.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
594.0,Yes,Very often,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,12.0,No,No,Yes,Yes,Yes,No,No,No,No,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,No,,,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,3.0,13000.0,18000.0,16000.0,43.0,Married,0.0,Graduate degree,Black,"Over $110,000",Male
595.0,Yes,Almost never,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,2.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Agree,Neutral,Neutral,Disagree,Agree,Neutral,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,7.0,10000.0,15000.0,12000.0,22.0,Married,0.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
596.0,Yes,Almost never,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,4.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Agree,Disagree,Neutral,Agree,Neutral,No,,,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,1.0,11000.0,17000.0,15000.0,51.0,Married,1.0,Other,Caucasian,"Over $110,000",Male
597.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,4.0,No,No,No,No,Yes,Yes,No,No,No,Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,7.0,12000.0,16000.0,13000.0,26.0,Married,2.0,Other,Caucasian,"Over $110,000",Female
598.0,Yes,Often,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,7.0,No,No,No,No,Yes,Yes,No,No,No,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,4.0,13000.0,19000.0,17000.0,36.0,Divorced,0.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
599.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,1.0,No,No,Yes,Yes,Yes,No,No,No,No,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,1.0,8000.0,12000.0,10000.0,36.0,Married,1.0,Less than high school,Black,"$35,000 - $50,000",Male
600.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,3.0,No,No,Yes,No,Yes,Yes,No,No,No,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,7.0,1000.0,10000.0,9000.0,39.0,Divorced,2.0,Other,Caucasian,"Under $35,000",Female
601.0,Yes,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,15.0,No,No,No,No,Yes,No,No,No,No,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,No,,,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,5.0,19000.0,25000.0,23000.0,32.0,Married,2.0,Undergraduate degree,Hispanic,"$95,000 - $110,000",Male
602.0,Yes,Occasionally,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Disagree,4.0,No,No,Yes,No,Yes,Yes,No,No,No,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,1.0,12000.0,17000.0,13000.0,42.0,Married,0.0,Undergraduate degree,Caucasian,"Over $110,000",Male
603.0,Yes,Often,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,8.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Disagree,Neutral,Agree,Agree,No,,,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,4.0,,19000.0,17000.0,23.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
604.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Strongly Agree,Disagree,7.0,No,No,No,No,Yes,No,No,No,No,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,4.0,18000.0,22000.0,20000.0,37.0,Married,2.0,Graduate degree,Black,"$95,000 - $110,000",Male
605.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,4.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,Yes,Much better,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,2.0,12000.0,18000.0,15000.0,38.0,Single,,Graduate degree,Caucasian,"$95,000 - $110,000",Female
606.0,Yes,Never,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.0,No,No,Yes,Yes,No,No,No,No,No,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,No,,,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Disagree,5.0,2000.0,10000.0,7000.0,34.0,Divorced,3.0,Some college,Asian,"$65,000 - $80,000",Female
607.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,5.0,No,No,No,No,Yes,No,No,No,No,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,7.0,5000.0,10000.0,8000.0,39.0,Divorced,1.0,High school,Asian,"$65,000 - $80,000",Male
608.0,Yes,Often,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,9.0,No,No,No,No,Yes,No,No,No,No,Disagree,Neutral,Agree,Neutral,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,1.0,5000.0,10000.0,8000.0,27.0,Separated,4.0,Some college,Caucasian,"$65,000 - $80,000",Male
609.0,Yes,Very often,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,12.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,No,,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,4.0,10000.0,13000.0,10000.0,34.0,Divorced,1.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
610.0,Yes,Often,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,8.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Just a bit better,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,8.0,,13000.0,9000.0,48.0,Single,,Undergraduate degree,Caucasian,"$50,000 - $65,000",Male
611.0,Yes,Never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,4.0,No,Yes,No,No,No,No,No,No,No,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,No,,,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,1.0,13000.0,18000.0,16000.0,46.0,Married,2.0,Graduate degree,Caucasian,"Over $110,000",Male
612.0,Yes,Never,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,2.0,No,No,Yes,Yes,No,No,No,No,No,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,8.0,3000.0,11000.0,9000.0,40.0,Single,,High school,Caucasian,"$35,000 - $50,000",Female
613.0,Yes,Almost never,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Strongly Disagree,Neutral,6.0,Yes,No,No,No,Yes,No,No,No,No,Agree,Neutral,Neutral,Agree,Agree,Agree,No,,,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,3.0,2000.0,10000.0,7000.0,38.0,Divorced,1.0,Some college,Caucasian,"Under $35,000",Female
614.0,Yes,Almost never,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,4.0,No,No,No,No,No,No,No,Yes,No,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,4.0,9000.0,14000.0,12000.0,41.0,Single,,High school,Caucasian,"$80,000 - $95,000",Male
615.0,Yes,Never,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,1.0,No,No,No,No,Yes,No,No,No,No,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Yes,Yes,Somewhat better,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,3.0,7000.0,12000.0,9000.0,28.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
616.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,10.0,No,No,No,Yes,Yes,No,No,No,No,Neutral,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,1.0,11000.0,16000.0,14000.0,40.0,Married,2.0,Graduate degree,Caucasian,"Over $110,000",Male
617.0,Yes,Almost never,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,6.0,No,No,Yes,No,Yes,Yes,No,No,No,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Yes,Yes,Somewhat better,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,1.0,9000.0,14000.0,10000.0,47.0,Single,,High school,Caucasian,"$80,000 - $95,000",Male
618.0,Yes,Almost never,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,4.0,No,No,No,No,Yes,Yes,Yes,No,No,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,No,,,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Neutral,1.0,8000.0,13000.0,10000.0,32.0,Single,,Undergraduate degree,Black,"$80,000 - $95,000",Male
619.0,Yes,Never,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,5.0,No,No,Yes,No,Yes,No,No,No,No,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,No,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,3.0,12000.0,18000.0,16000.0,22.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
620.0,Yes,Often,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Disagree,Strongly Agree,9.0,No,No,No,Yes,Yes,No,No,No,No,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,A great deal better,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,8.0,13000.0,18000.0,14000.0,23.0,Separated,2.0,High school,Caucasian,"$65,000 - $80,000",Male
621.0,Yes,Often,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,9.0,No,No,Yes,No,Yes,No,Yes,No,No,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Yes,Yes,A great deal better,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,1.0,12000.0,15000.0,13000.0,34.0,Married,1.0,Graduate degree,Black,"$95,000 - $110,000",Male
622.0,Yes,Almost never,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,6.0,No,No,No,No,No,No,No,No,No,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,No,,,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,1.0,2000.0,10000.0,8000.0,37.0,Single,,High school,Hispanic,"$65,000 - $80,000",Male
623.0,Yes,Very often,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,10.0,No,No,No,No,No,Yes,No,Yes,No,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,No,,,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,1.0,,10000.0,8000.0,21.0,Married,1.0,High school,Black,"Under $35,000",Male
624.0,Yes,Almost never,Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,7.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Agree,Neutral,Neutral,Agree,Strongly Disagree,7.0,5000.0,10000.0,8000.0,46.0,Divorced,2.0,Undergraduate degree,Caucasian,"$35,000 - $50,000",Female
625.0,Yes,Almost never,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,6.0,No,No,No,No,No,No,No,No,No,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Yes,A great deal better,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,4.0,15000.0,19000.0,16000.0,50.0,Married,3.0,Graduate degree,Caucasian,"Over $110,000",Male
626.0,Yes,Never,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,1.0,No,No,No,Yes,No,No,No,No,No,Disagree,Disagree,Agree,Neutral,Agree,Neutral,No,,,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,1.0,9000.0,15000.0,13000.0,26.0,Married,2.0,Other,Caucasian,"Over $110,000",Male
627.0,Yes,Often,Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,8.0,Yes,No,No,No,Yes,No,No,No,No,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Agree,No,,,Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,7.0,,12000.0,11000.0,31.0,Married,2.0,Other,Caucasian,"$35,000 - $50,000",Male
628.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,3.0,No,No,Yes,No,No,No,No,No,Yes,Agree,Neutral,Agree,Strongly Disagree,Neutral,Neutral,No,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,2.0,,10000.0,8000.0,26.0,Divorced,1.0,Graduate degree,Hispanic,"Under $35,000",Female
629.0,Yes,Almost never,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,5.0,Yes,No,No,No,Yes,No,No,No,No,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,No,,,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,4.0,16000.0,21000.0,19000.0,41.0,Married,1.0,Graduate degree,Caucasian,"Over $110,000",Male
630.0,Yes,Often,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,11.0,No,No,No,Yes,Yes,No,No,No,No,Agree,Neutral,Neutral,Neutral,Agree,Agree,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,1.0,4000.0,10000.0,8000.0,32.0,Married,2.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
631.0,Yes,Very often,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,7.0,No,No,No,Yes,No,No,No,No,No,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,1.0,4000.0,10000.0,8000.0,37.0,Single,,Undergraduate degree,Asian,"$80,000 - $95,000",Male
632.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,1.0,No,No,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,No,,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,4.0,9000.0,14000.0,12000.0,28.0,Single,,Other,Caucasian,"Over $110,000",Female
633.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,4.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Strongly Agree,No,,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,1.0,,10000.0,8000.0,27.0,Single,,High school,Hispanic,"Under $35,000",Male
634.0,Yes,Almost never,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Disagree,Neutral,6.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Just a bit better,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,6.0,7000.0,12000.0,8000.0,53.0,Married,2.0,Some college,Caucasian,"$80,000 - $95,000",Male
635.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,1.0,No,No,No,Yes,Yes,No,No,Yes,No,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,No,,,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,3.0,10000.0,17000.0,15000.0,28.0,Married,1.0,Graduate degree,Caucasian,"$95,000 - $110,000",Male
636.0,Yes,Often,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,9.0,No,No,No,No,Yes,Yes,Yes,No,No,Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,4.0,8000.0,12000.0,10000.0,26.0,Separated,1.0,Other,Black,"Under $35,000",Male
637.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,5.0,No,No,No,Yes,Yes,No,No,Yes,No,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,No,,,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,6.0,9000.0,15000.0,12000.0,48.0,Married,1.0,Some college,Caucasian,"$95,000 - $110,000",Male
638.0,Yes,Occasionally,Neutral,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,4.0,No,No,No,Yes,Yes,No,No,No,No,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Yes,Yes,A great deal better,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,4.0,4000.0,10000.0,6000.0,33.0,Single,,Less than high school,Caucasian,"$50,000 - $65,000",Male
639.0,Yes,Never,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,3.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,No,,,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,1.0,12000.0,19000.0,17000.0,49.0,Divorced,0.0,High school,Black,"$80,000 - $95,000",Male
640.0,Yes,Almost never,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,6.0,No,No,Yes,Yes,Yes,No,No,No,No,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,1.0,5000.0,11000.0,9000.0,37.0,Single,,Less than high school,Caucasian,"Under $35,000",Male
641.0,Yes,Often,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,8.0,Yes,No,No,Yes,Yes,Yes,No,No,No,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,No,,,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,7.0,6000.0,10000.0,8000.0,34.0,Single,,Some college,Caucasian,"$65,000 - $80,000",Male
642.0,Yes,Almost never,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Agree,Neutral,2.0,No,No,No,No,Yes,Yes,No,No,No,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,No,,,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,1.0,16000.0,20000.0,18000.0,41.0,Married,0.0,Graduate degree,Caucasian,"Over $110,000",Male
643.0,Yes,Almost never,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,6.0,No,No,No,No,Yes,Yes,No,No,No,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,5.0,9000.0,14000.0,12000.0,27.0,Divorced,3.0,High school,Caucasian,"$65,000 - $80,000",Male
644.0,Yes,Often,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,9.0,No,No,No,Yes,Yes,No,No,No,No,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,No,,,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,4.0,9000.0,13000.0,11000.0,25.0,Single,,Some college,Caucasian,"$80,000 - $95,000",Male
645.0,Yes,Occasionally,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly Agree,8.0,No,No,No,No,No,Yes,No,No,No,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Yes,Yes,Somewhat better,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,8.0,2000.0,10000.0,6000.0,24.0,Single,,Some college,Black,"$65,000 - $80,000",Female
646.0,Yes,Often,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,8.0,Yes,No,No,No,Yes,No,No,No,No,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,No,,,Agree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,3.0,11000.0,17000.0,15000.0,28.0,Married,0.0,Undergraduate degree,Caucasian,"$80,000 - $95,000",Male
647.0,Yes,Very often,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,9.0,Yes,No,Yes,Yes,Yes,No,No,No,No,Neutral,Agree,Agree,Neutral,Agree,Agree,No,,,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,3.0,3000.0,10000.0,9000.0,39.0,Married,0.0,Undergraduate degree,Caucasian,"$95,000 - $110,000",Male
